,EXPERIMENT,SEED,RAM,TERM,HAM_LOS,PREC,REC,F1
0,20211214005314.0,1.0,5.0,5.0,0.16666666666666666,1.0,0.2,0.33333333333333337
1,20211214005314.0,0.0,5.0,5.0,0.16666666666666666,1.0,0.2,0.33333333333333337
2,20211214005314.0,4.0,5.0,4.0,0.16666666666666666,0.5,0.5,0.5
3,20211214005314.0,3.0,5.0,4.0,0.4166666666666667,0.0,0.0,0.0
4,20211214005314.0,2.0,5.0,4.0,0.25,0.0,0.0,0.0
5,20211214005314.0,1.0,5.0,4.0,0.20833333333333334,0.0,0.0,0.0
6,20211214005314.0,0.0,5.0,4.0,0.20833333333333334,0.5,0.4,0.4444444444444445
7,20211214005314.0,4.0,5.0,3.0,0.16666666666666666,0.5,0.5,0.5
8,20211214005314.0,3.0,5.0,3.0,0.4166666666666667,0.0,0.0,0.0
9,20211214005314.0,2.0,5.0,3.0,0.2916666666666667,0.25,0.2,0.22222222222222224
10,20211214005314.0,1.0,5.0,3.0,0.25,0.3333333333333333,0.2,0.25
11,20211214005314.0,0.0,5.0,3.0,0.16666666666666666,1.0,0.2,0.33333333333333337
12,20211214005314.0,4.0,4.0,5.0,0.2916666666666667,0.2,0.25,0.22222222222222224
13,20211214005314.0,3.0,4.0,5.0,0.4166666666666667,0.0,0.0,0.0
14,20211214005314.0,2.0,4.0,5.0,0.25,0.3333333333333333,0.2,0.25
15,20211214005314.0,1.0,4.0,5.0,0.20833333333333334,0.5,0.2,0.28571428571428575
16,20211214005314.0,0.0,4.0,5.0,0.20833333333333334,0.5,0.2,0.28571428571428575
17,20211214005314.0,4.0,4.0,4.0,0.16666666666666666,0.5,0.5,0.5
18,20211214005314.0,3.0,4.0,4.0,0.4166666666666667,0.0,0.0,0.0
19,20211214005314.0,2.0,4.0,4.0,0.3333333333333333,0.0,0.0,0.0
20,20211214005314.0,1.0,4.0,4.0,0.25,0.3333333333333333,0.2,0.25
21,20211214005314.0,0.0,4.0,4.0,0.16666666666666666,0.6666666666666666,0.4,0.5
22,20211214005314.0,4.0,4.0,3.0,0.16666666666666666,0.5,0.75,0.6
23,20211214005314.0,3.0,4.0,3.0,0.4166666666666667,0.0,0.0,0.0
24,20211214005314.0,2.0,4.0,3.0,0.2916666666666667,0.25,0.2,0.22222222222222224
25,20211214005314.0,1.0,4.0,3.0,0.20833333333333334,0.0,0.0,0.0
26,20211214005314.0,0.0,4.0,3.0,0.16666666666666666,1.0,0.2,0.33333333333333337
27,20211214005314.0,4.0,3.0,5.0,0.25,0.25,0.25,0.25
28,20211214005314.0,3.0,3.0,5.0,0.4166666666666667,0.0,0.0,0.0
29,20211214005314.0,2.0,3.0,5.0,0.20833333333333334,0.5,0.2,0.28571428571428575
30,20211214005314.0,1.0,3.0,5.0,0.16666666666666666,1.0,0.2,0.33333333333333337
31,20211214005314.0,0.0,3.0,5.0,0.20833333333333334,0.5,0.2,0.28571428571428575
32,20211214005314.0,4.0,3.0,4.0,0.3333333333333333,0.0,0.0,0.0
33,20211214005314.0,3.0,3.0,4.0,0.4166666666666667,0.0,0.0,0.0
34,20211214005314.0,2.0,3.0,4.0,0.25,0.3333333333333333,0.2,0.25
35,20211214005314.0,1.0,3.0,4.0,0.20833333333333334,0.5,0.2,0.28571428571428575
36,20211214005314.0,0.0,3.0,4.0,0.25,0.0,0.0,0.0
37,20211214005314.0,4.0,3.0,3.0,0.25,0.25,0.25,0.25
38,20211214005314.0,3.0,3.0,3.0,0.4166666666666667,0.0,0.0,0.0
39,20211214005314.0,2.0,3.0,3.0,0.2916666666666667,0.25,0.2,0.22222222222222224
40,20211214005314.0,1.0,3.0,3.0,0.20833333333333334,0.0,0.0,0.0
41,20211214005314.0,0.0,3.0,3.0,0.20833333333333334,0.0,0.0,0.0
